0.200000	-0.00
0.200000	-0.00
0.205000	-0.00
0.205000	-0.00
0.210000	-0.00
0.210000	-0.00
0.214000	285.71
0.214000	285.71
0.214000	285.71
0.215000	285.71
0.215000	285.71
0.219000	421.05
0.219000	421.05
0.220000	421.05
0.220000	421.05
0.221813	421.05
0.224000	500.00
0.224000	500.00
0.225000	500.00
0.225000	500.00
0.229000	551.72
0.229000	551.72
0.229625	551.72
0.230000	551.72
0.230000	551.72
0.231813	628.67
0.234000	705.88
0.234000	705.88
0.235000	705.88
0.235000	705.88
0.237438	705.88
0.239000	717.95
0.239000	717.95
0.239625	807.57
0.240000	807.57
0.240000	807.57
0.244000	818.18
0.244000	818.18
0.245000	818.18
0.245000	818.18
0.245250	818.18
0.247438	843.21
0.249000	897.96
0.249000	897.96
0.250000	897.96
0.250000	897.96
0.253063	897.96
0.254000	888.89
0.254000	888.89
0.255000	888.89
0.255000	888.89
0.255250	941.18
0.259000	949.15
0.259000	949.15
0.260000	949.15
0.260000	949.15
0.260875	949.15
0.263063	951.43
0.264000	1000.00
0.264000	1000.00
0.265000	1000.00
0.265000	1000.00
0.268688	1000.00
0.269000	985.51
0.269000	985.51
0.270000	985.51
0.270000	985.51
0.270875	1015.87
0.274000	1027.03
0.274000	1027.03
0.274000	1027.03
0.275000	1027.03
0.275000	1027.03
0.276500	1027.03
0.278688	1016.67
0.279000	1063.29
0.279000	1063.29
0.280000	1063.29
0.280000	1063.29
0.284000	1047.62
0.284000	1047.62
0.284000	1047.62
0.284313	1047.62
0.285000	1047.62
0.285000	1047.62
0.286500	1063.58
0.289000	1078.65
0.289000	1078.65
0.290000	1078.65
0.290000	1078.65
0.292125	1078.65
0.294000	1063.83
0.294000	1063.83
0.294313	1102.71
0.295000	1102.71
0.295000	1102.71
0.299000	1090.91
0.299000	1090.91
0.299000	1090.91
0.299938	1090.91
0.300000	1090.91
0.300000	1090.91
0.302125	1096.70
0.304000	1115.38
0.304000	1115.38
0.305000	1115.38
0.305000	1115.38
0.307750	1115.38
0.309000	1100.92
0.309000	1100.92
0.309938	1127.91
0.310000	1127.91
0.310000	1127.91
0.314000	1122.81
0.314000	1122.81
0.314000	1122.81
0.315000	1122.81
0.315000	1122.81
0.315563	1122.81
0.317750	1121.02
0.319000	1142.86
0.319000	1142.86
0.320000	1142.86
0.320000	1142.86
0.323375	1142.86
0.324000	1129.03
0.324000	1129.03
0.325000	1129.03
0.325000	1129.03
0.325563	1146.83
0.329000	1147.29
0.329000	1147.29
0.329000	1147.29
0.330000	1147.29
0.330000	1147.29
0.331188	1147.29
0.333375	1139.64
0.334000	1164.18
0.334000	1164.18
0.335000	1164.18
0.335000	1164.18
0.339000	1164.18
0.339000	1151.08
0.339000	1151.08
0.340000	1151.08
0.340000	1151.08
0.341188	1161.57
0.344000	1166.67
0.344000	1166.67
0.344000	1166.67
0.345000	1166.67
0.345000	1166.67
0.346813	1166.67
0.349000	1154.36
0.349000	1181.21
0.349000	1181.21
0.350000	1181.21
0.350000	1181.21
0.354000	1168.83
0.354000	1168.83
0.354000	1168.83
0.354625	1168.83
0.355000	1168.83
0.355000	1168.83
0.356813	1173.37
0.359000	1182.39
0.359000	1182.39
0.360000	1182.39
0.360000	1182.39
0.362438	1182.39
0.364000	1170.73
0.364000	1170.73
0.364625	1190.58
0.365000	1190.58
0.365000	1190.58
0.369000	1183.43
0.369000	1183.43
0.369000	1183.43
0.370000	1183.43
0.370000	1183.43
0.370250	1183.43
0.372438	1183.03
0.374000	1195.40
0.374000	1195.40
0.375000	1195.40
0.375000	1195.40
0.378063	1195.40
0.379000	1184.36
0.379000	1184.36
0.380000	1184.36
0.380000	1184.36
0.380250	1198.34
0.384000	1195.65
0.384000	1195.65
0.384000	1195.65
0.385000	1195.65
0.385000	1195.65
0.385875	1195.65
0.388063	1191.09
0.389000	1206.35
0.389000	1206.35
0.390000	1206.35
0.390000	1206.35
0.393688	1206.35
0.394000	1195.88
0.394000	1195.88
0.395000	1195.88
0.395000	1195.88
0.395875	1204.85
0.399000	1206.03
0.399000	1206.03
0.399000	1206.03
0.400000	1206.03
0.400000	1206.03
0.401500	1206.03
0.403688	1197.91
0.404000	1215.69
0.404000	1215.69
0.405000	1215.69
0.405000	1215.69
0.409000	1205.74
0.409000	1205.74
0.409000	1205.74
0.409313	1205.74
0.410000	1205.74
0.410000	1205.74
0.411500	1210.40
0.414000	1214.95
0.414000	1214.95
0.415000	1214.95
0.415000	1214.95
0.417125	1214.95
0.419000	1205.48
0.419000	1205.48
0.419313	1222.00
0.420000	1222.00
0.420000	1222.00
0.424000	1214.29
0.424000	1214.29
0.424000	1214.29
0.424938	1214.29
0.425000	1214.29
0.425000	1214.29
0.427125	1215.19
0.429000	1222.71
0.429000	1222.71
0.430000	1222.71
0.430000	1222.71
0.432750	1222.71
0.434000	1213.68
0.434000	1213.68
0.434938	1225.86
0.435000	1225.86
0.435000	1225.86
0.439000	1221.76
0.439000	1221.76
0.439000	1221.76
0.440000	1221.76
0.440000	1221.76
0.440563	1221.76
0.442750	1219.36
0.444000	1229.51
0.444000	1229.51
0.445000	1229.51
0.445000	1229.51
0.448375	1229.51
0.449000	1220.88
0.449000	1220.88
0.450000	1220.88
0.450000	1220.88
0.450563	1229.23
0.454000	1228.35
0.454000	1228.35
0.454000	1228.35
0.455000	1228.35
0.455000	1228.35
0.456188	1228.35
0.458375	1223.03
0.459000	1235.52
0.459000	1235.52
0.460000	1235.52
0.460000	1235.52
0.464000	1235.52
0.464000	1227.27
0.464000	1227.27
0.465000	1227.27
0.465000	1227.27
0.466188	1232.21
0.469000	1234.20
0.469000	1234.20
0.469000	1234.20
0.470000	1234.20
0.470000	1234.20
0.471813	1234.20
0.474000	1226.28
0.474000	1240.88
0.474000	1240.88
0.475000	1240.88
0.475000	1240.88
0.479000	1232.97
0.479000	1232.97
0.479000	1232.97
0.479625	1232.97
0.480000	1232.97
0.480000	1232.97
0.481813	1234.86
0.484000	1239.44
0.484000	1239.44
0.485000	1239.44
0.485000	1239.44
0.487438	1239.44
0.489000	1231.83
0.489000	1231.83
0.489625	1242.99
0.490000	1242.99
0.490000	1242.99
0.494000	1238.10
0.494000	1238.10
0.494000	1238.10
0.495000	1238.10
0.495000	1238.10
0.495250	1238.10
0.497438	1237.23
0.499000	1244.15
0.499000	1244.15
0.500000	1244.15
0.500000	1244.15
0.503062	1244.15
0.504000	1236.84
0.504000	1236.84
0.505000	1236.84
0.505000	1236.84
0.505250	1244.88
0.509000	1242.72
0.509000	1242.72
0.509000	1242.72
0.510000	1242.72
0.510000	1242.72
0.510875	1242.72
0.513063	1239.37
0.514000	1248.41
0.514000	1248.41
0.515000	1248.41
0.515000	1248.41
0.518687	1248.41
0.519000	1241.38
0.519000	1241.38
0.520000	1241.38
0.520000	1241.38
0.520875	1246.59
0.524000	1246.91
0.524000	1246.91
0.524000	1246.91
0.525000	1246.91
0.525000	1246.91
0.526500	1246.91
0.528688	1241.30
0.529000	1252.28
0.529000	1252.28
0.530000	1252.28
0.530000	1252.28
0.534000	1245.51
0.534000	1245.51
0.534000	1245.51
0.534313	1245.51
0.535000	1245.51
0.535000	1245.51
0.536500	1248.14
0.539000	1250.74
0.539000	1250.74
0.540000	1250.74
0.540000	1250.74
0.542125	1250.74
0.544000	1244.19
0.544000	1244.19
0.544313	1254.67
0.545000	1254.67
0.545000	1254.67
0.549000	1249.28
0.549000	1249.28
0.549000	1249.28
0.549938	1249.28
0.550000	1249.28
0.550000	1249.28
0.552125	1249.56
0.554000	1254.24
0.554000	1254.24
0.555000	1254.24
0.555000	1254.24
0.557750	1254.24
0.559000	1247.91
0.559000	1247.91
0.559938	1255.77
0.560000	1255.77
0.560000	1255.77
0.564000	1252.75
0.564000	1252.75
0.564000	1252.75
0.565000	1252.75
0.565000	1252.75
0.565563	1252.75
0.567750	1250.85
0.569000	1257.45
0.569000	1257.45
0.570000	1257.45
0.570000	1257.45
0.573375	1257.45
0.574000	1251.34
0.574000	1251.34
0.575000	1251.34
0.575000	1251.34
0.575563	1256.78
0.579000	1255.94
0.579000	1255.94
0.579000	1255.94
0.580000	1255.94
0.580000	1255.94
0.581188	1255.94
0.583375	1252.04
0.584000	1260.42
0.584000	1260.42
0.585000	1260.42
0.585000	1260.42
0.589000	1260.42
0.589000	1254.50
0.589000	1254.50
0.590000	1254.50
0.590000	1254.50
0.591188	1257.71
0.594000	1258.88
0.594000	1258.88
0.594000	1258.88
0.595000	1258.88
0.595000	1258.88
0.596813	1258.88
0.599000	1253.13
0.599000	1263.16
0.599000	1263.16
0.600000	1263.16
0.600000	1263.16
0.604000	1257.43
0.604000	1257.43
0.604000	1257.43
0.604625	1257.43
0.605000	1257.43
0.605000	1257.43
0.606813	1258.56
0.609000	1261.61
0.609000	1261.61
0.610000	1261.61
0.610000	1261.61
0.612438	1261.61
0.614000	1256.04
